,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,no,it,wasn't,that,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
skip, , , , , ,,,,,,,,,,,,,,,,,,,,
word,yeah,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,surely,prosecutorial,discretion,should,be,enough,to,prevent,unfair,convictions,years,after,the,event,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,
word,as,hostage,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,to,school,it's,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,psychological,theories,however,see,these,characteristics,as,a,result,of,unusual,or,abnormal,experiences,rather,than,as,inherited,,,,,,,
true,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,
word,they,said,little,after,that,and,sorge,was,soon,being,escorted,with,nowak,down,to,the,underground,garage,,,,,,,
true,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
skip, , , , , , , , , , , , , , , , , , ,,,,,,,
word,please,yes,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,no,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,the,wolds,a,remand,centre,at,brough,north,humberside,is,far,removed,from,the,insanitary,conditions,which,prevail,at,many,jails,,,,
true,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,
word,to,quench,is,more,than,to,refresh,although,our,lying,lascivious,eyes,tell,us,the,two,are,the,same,,,,,,
true,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,
word,ruth,asked,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,i'm,sorry,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,yes,of,course,they,do,work,properly,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
skip, , , , , , , ,,,,,,,,,,,,,,,,,,
word,adam,shook,his,head,curtly,at,the,offer,of,a,chair,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
skip, , , , , , , , , , , ,,,,,,,,,,,,,,
word,oh,i,don't,think,i,don't,think,i,want,to,go,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
skip, , , , , , , , , , , , ,,,,,,,,,,,,,
word,indeed,while,with,one,hand,trying,to,hold,down,expenditure,by,local,authorities,the,government,found,itself,by,the,late,#,involved,with,the,other
true,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,the,little,circlets,of,flat,leaves,born,at,regular,intervals,on,the,jointed,stems,serve,to,distinguish,this,plant,from,others,in,the,carboniferous,coal-shales
true,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,it,seems,that,roland,franklin,the,latest,unbundler,to,appear,in,the,uk,has,made,a,fatal,error,in,the,preparation,of,his,#m,break-up
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,oh,the,wife,and,i,went,around,mosside,the,day,after,the,riots,there,and,do,you,remember,the,riots,,,,,
true,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
skip, , , , , , , , , , , , , , , , , , , , ,,,,,
word,haven't,seen,you,for,a,long,time,have,you,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
skip, , , , , , , , , ,,,,,,,,,,,,,,,,
word,now,buzz,grunted,look,what,i,tore,out,of,the,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
skip, , , , , , , , , , , ,,,,,,,,,,,,,,
word,he,knew,then,where,he'd,heard,something,similar,before,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,
word,not,certain,yet,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,seven,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,the,analyst,cannot,hope,to,understand,the,business,as,well,in,a,few,weeks,as,the,user,does,after,many,years,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,
word,it's,not,very,heavy,really,to,start,a,truss,that's,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
skip, , , , , , , , , , , ,,,,,,,,,,,,,,
word,understand,it,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,i,am,a,rich,man,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
skip, , , , , ,,,,,,,,,,,,,,,,,,,,
word,he,held,a,chair,in,physics,from,#,until,his,retirement,publishing,more,than,#,papers,on,atomic,and,nuclear,physics,,,,
true,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,
word,no,i'm,here,to,make,a,report,to,the,governor,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,
word,the,church,wall,street,and,industry,are,joined,by,a,network,of,telephone,lines,forming,a,remorsely,inhuman,environment,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,
word,what,a,balls-up,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,more,than,one,child,in,three,is,born,into,a,single,parent,family,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
skip, , , , , , , , , , , , , ,,,,,,,,,,,,
word,in,chapter,one,it,was,stressed,that,crime,cannot,be,considered,aside,from,its,social,context,that,it,is,dependent,on,society,defining,certain,actions
true,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,bye,tim,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,but,i,still,don't,get,what,you,have,to,write,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,
word,the,british,were,involved,with,them,through,us,and,it,was,their,advanced,work,on,breaking,cyphers,that,enabled,the,ring,to,establish,such,a
true,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,i,know,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,seven,nines,are,sixty,three,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,oh,i,know,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,we,need,to,produce,an,inventory,of,all,such,sites,together,with,a,publicly,available,comprehensive,database,on,all,sites,accepting,hazardous,industrial,wastes,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
skip, , , , , , , , , , , , , , , , , , , , , , , , ,
word,what's,the,point,of,carrying,on,like,that,,,,,,,,,,,,,,,,,
true,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
skip, , , , , , , , , ,,,,,,,,,,,,,,,,
word,the,money,ran,out,before,the,scheme's,completion,and,the,villagers,found,themselves,obliged,to,borrow,the,rest,,,,,,,
true,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
skip, , , , , , , , , , , , , , , , , , ,,,,,,,
word,on,this,basis,a,data,flow,of,no,less,than,#,terabyte,ie,#&sup#,bytes,/day,is,anticipated,by,the,mid-#,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,
word,and,then,this,we,do,like,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,while,there,are,no,doubt,predispositions,toward,criminal,behaviour,and,clearly,certain,characteristics,are,inherited,most,sociologists,would,reject,these,individual,pathology,sort,of,theories
true,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,mmm,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,oldham,athletic,who,had,never,beaten,a,first,divisionside,since,they,dropped,into,the,second,division,in,#,made,up,for,#,years,of,not
true,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,but,after,#,years,of,tory,rule,he,had,had,enough,of,that,approach,to,politics,,,,,,,,,
true,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
skip, , , , , , , , , , , , , , , , ,,,,,,,,,
word,on,one,long,wall,hung,a,row,of,van,goghs,including,an,arles,poets',garden,he,hadn't,seen,before,but,recognised,from,small,photographs,from
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,how,how,many,beds,did,you,say,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
skip, , , , , , , ,,,,,,,,,,,,,,,,,,
word,at,the,beginning,of,adolescence,the,individual,is,a,within,the,family,and,the,school,,,,,,,,,,
true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
skip, , , , , , , , , , , , , , , ,,,,,,,,,,
word,can,you,pass,me,that,er,sheet,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
skip, , , , , , , , ,,,,,,,,,,,,,,,,,
word,they,do,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,is,frick,one,of,these,guys,asked,the,dda,remembering,the,name,picked,up,by,adam,in,new,orleans,,,,,,
true,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,
word,biscuits,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,kids,will,you,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,you,can't,blame,me,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
skip, , , , , ,,,,,,,,,,,,,,,,,,,,
word,well,they,did,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,i,know,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,#,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,more,problematic,will,be,labour's,plan,for,the,ministry,of,agriculture,fisheries,and,food,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,
word,they,saw,daniel,advancing,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
skip, , , , ,,,,,,,,,,,,,,,,,,,,,
word,there's,no,misunderstanding,unfortunately,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
skip, , , , ,,,,,,,,,,,,,,,,,,,,,
word,come,here,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,the,spread,of,environmental,awareness,is,readily,demonstrated,in,#,#,countries,had,environmental,and,natural,resource,management,agencies,whereas,a,decade,later,the,number
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,i,know,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,get,the,camera,out,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
skip, , , , ,,,,,,,,,,,,,,,,,,,,,
word,how,does,it,continually,bring,about,the,unity,of,dispersive,profusion,and,integration,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
skip, , , , , , , , , , , , , ,,,,,,,,,,,,
word,come,on,daddy,,,,,,,,,,,,,,,,,,,,,,
true,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
skip, , , , ,,,,,,,,,,,,,,,,,,,,,
word,again,a,raster-based,approach,is,used,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,would,you,care,to,join,us,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,hello,stuart,are,you,alright,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
skip, , , , , ,,,,,,,,,,,,,,,,,,,,
word,good,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,,we'll,have,to,have,another,one,next,wednesday,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
skip, , , , , , , , , ,,,,,,,,,,,,,,,,
word,so,the,carpets,may,be,as,well,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
skip, , , , , , , , ,,,,,,,,,,,,,,,,,
word,what,if,no,one,wants,him,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,do,any,work,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,what,sartre,needs,to,demonstrate,therefore,is,that,if,the,law,of,the,dialectic,works,from,the,individual,level,overall,it,produces,nothing,less,than
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,well,you,might,as,well,mightn't,you,and,it'll,save,you,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
skip, , , , , , , , , , , , ,,,,,,,,,,,,,
word,unfortunately,the,district,officer,stepped,forward,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,in,a,study,of,nearly,#,women,they,found,that,zinc,supplements,did,not,improve,either,foetal,health,or,reduce,the,number,of,pre-term,labours
