,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
word,u.s.,military,officials,in,iraq,say,american,and,iraqi,forces,have,launched,operations,against,insurgents,in,the,northern,city,of,mosul,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,JJ,NNS,IN,NNP,VBP,JJ,CC,JJ,NNS,VBP,VBN,NNS,IN,NNS,IN,DT,JJ,NN,IN,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-geo,O,O,O,B-geo,O,B-gpe,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,B-gpe,O,B-gpe,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,australian,batsmen,michael,clarke,and,phil,jaques,led,the,home,side,with,clarke,scoring,73,runs,and,jaques,adding,another,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,NNS,NNP,NNP,CC,NNP,NNP,VBD,DT,NN,NN,IN,NNP,VBG,CD,NNS,CC,NNP,VBG,DT,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-gpe,O,B-per,I-per,O,B-per,I-per,O,O,O,O,O,B-per,O,O,O,O,B-per,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,attack,is,the,latest,on,turkey,'s,small,christian,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NN,VBZ,DT,JJS,IN,NNP,POS,JJ,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,B-geo,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,iran,'s,intelligence,minister,says,two,americans,who,were,detained,for,illegally,crossing,the,country,'s,border,should,be,tried,on,charges,of,spying,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,POS,NN,NN,VBZ,CD,NNS,WP,VBD,VBN,IN,RB,VBG,DT,NN,POS,NN,MD,VB,VBN,IN,NNS,IN,VBG,,,,,,,,,,,,,,,,,,,,,,,,
true,B-geo,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,
word,in,a,letter,to,mr.,yushchenko,tuesday,",",german,chancellor,gerhard,schroeder,expressed,optimism,that,ukraine,will,continue,what,he,called,its,transition,toward,the,rule,of,law,and,a,market,economy,,,,,,,,,,,,,,,,
pos,IN,DT,NN,TO,NNP,NNP,NNP,",",JJ,NNP,NNP,NNP,VBD,NN,IN,NNP,MD,VB,WP,PRP,VBD,PRP$,NN,IN,DT,NN,IN,NN,CC,DT,NN,NN,,,,,,,,,,,,,,,,
true,O,O,O,O,B-per,I-per,B-tim,O,B-gpe,B-per,I-per,I-per,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,B-geo,B-tim,O,B-gpe,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,
word,the,stimulus,package,is,the,first,drafted,under,mr.,aso,",",who,took,over,a,month,ago,",",replacing,former,prime,minister,yasuo,fukuda,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NN,NN,VBZ,DT,RB,VBN,IN,NNP,NNP,",",WP,VBD,RP,DT,NN,RB,",",VBG,JJ,NNP,NNP,NNP,NNP,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,B-per,I-per,O,O,O,O,O,O,O,O,O,O,B-per,I-per,I-per,I-per,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,B-per,I-per,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,
word,u.s.,troops,in,fallujah,have,found,a,safe,house,which,they,say,contains,evidence,linked,to,wanted,militant,abu,musab,al-zarqawi,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,NNS,IN,NNP,VBP,VBN,DT,JJ,NN,WDT,PRP,VBP,VBZ,NN,VBN,TO,JJ,NN,NNP,NNP,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-org,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-per,I-per,I-per,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,oil,prices,soared,to,a,record,high,of,$,62.3,a,barrel,in,new,york,trading,on,monday,after,saudi,arabia,'s,king,fahd,died,,,,,,,,,,,,,,,,,,,,,,,
pos,NN,NNS,VBD,TO,DT,NN,NN,IN,$,CD,DT,NN,IN,NNP,NNP,NN,IN,NNP,IN,NNP,NNP,POS,NNP,NNP,VBD,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,I-geo,O,O,B-tim,O,B-org,I-org,I-org,I-org,I-org,O,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,
word,raich,was,only,13th,after,the,downhill,run,",",but,he,skied,a,fast,slalom,leg,to,win,with,a,combined,time,(,of,2.38.46,),that,was,0.19,seconds,faster,than,kjetil,andre,aamodt,of,norway,(,0.110474537,),,,,,,,,
pos,NNP,VBD,RB,JJ,IN,DT,NN,NN,",",CC,PRP,VBD,DT,JJ,NN,NN,TO,VB,IN,DT,JJ,NN,LRB,IN,CD,RRB,WDT,VBD,CD,NNS,RBR,IN,NNP,NNP,NNP,IN,NNP,LRB,CD,RRB,,,,,,,,
true,B-per,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-org,I-org,I-org,I-org,I-org,O,O,O,,,,,,,,
pred,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,
word,following,their,talks,",",mr.,bush,praised,macedonia,for,showing,the,world,it,is,possible,for,people,of,different,backgrounds,to,live,together,in,peace,,,,,,,,,,,,,,,,,,,,,,,
pos,VBG,PRP$,NNS,",",NNP,NNP,VBD,NNP,IN,VBG,DT,NN,PRP,VBZ,JJ,IN,NNS,IN,JJ,NNS,TO,VB,RB,IN,NN,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,B-per,I-per,O,B-geo,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,B-per,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,
word,all,of,the,following,us,pacific,island,territories,except,midway,atoll,constitute,the,pacific,remote,islands,national,wildlife,refuge,(,nwr,),complex,and,as,such,are,managed,by,the,fish,and,wildlife,service,of,the,us,department,of,the,interior,,,,,,,
pos,DT,IN,DT,VBG,NNP,NNP,NN,NNS,IN,NNP,NNP,VBP,DT,NNP,NNP,NNP,NNP,NNP,NNP,LRB,NNP,RRB,NNP,CC,IN,JJ,VBP,VBN,IN,DT,NNP,CC,NNP,NNP,IN,DT,NNP,NNP,IN,DT,NNP,,,,,,,
true,O,O,O,O,B-org,I-org,O,O,O,B-geo,I-geo,O,O,B-org,I-org,I-org,I-org,I-org,I-org,O,B-org,O,O,O,O,O,O,O,O,O,B-org,I-org,I-org,I-org,O,O,B-org,I-org,O,O,B-geo,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,
word,the,council,is,already,investigating,the,existence,of,alleged,cia,prisons,in,european,nations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNP,VBZ,RB,VBG,DT,NN,IN,JJ,NNP,NNS,IN,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,B-org,O,O,O,O,O,O,O,B-org,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,nato,is,among,the,world,powers,that,have,sent,ships,to,patrol,the,waters,off,somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,VBZ,IN,DT,NN,NNS,WDT,VBP,VBN,NNS,TO,VB,DT,NNS,IN,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-org,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,rule,of,yoweri,museveni,since,1986,has,brought,relative,stability,and,economic,growth,to,uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NN,IN,NNP,NNP,IN,CD,VBZ,VBN,JJ,NN,CC,JJ,NN,TO,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,B-org,I-org,O,B-tim,O,O,O,O,O,O,O,O,B-per,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,e-mails,also,allege,that,guantanamo,military,interrogators,posed,as,fbi,agents,to,avoid,accountability,for,their,deeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNS,RB,VBP,IN,NNP,JJ,NNS,VBD,IN,NNP,NNS,TO,VB,NN,IN,PRP$,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,B-geo,O,O,O,O,B-org,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,if,he,is,found,guilty,",",mr.,foreman,could,serve,up,to,three,years,in,prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,IN,PRP,VBZ,VBN,JJ,",",NNP,NNP,MD,VB,RP,TO,CD,NNS,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,B-per,I-per,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,B-per,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,secretary,rice,also,says,washington,is,disappointed,in,china,'s,lack,of,progress,to,a,request,made,in,september,for,action,on,specific,human,rights,cases,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,NNP,RB,VBZ,NNP,VBZ,VBN,IN,NNP,POS,NN,IN,NN,TO,DT,NN,VBN,IN,NNP,IN,NN,IN,JJ,JJ,NNS,NNS,,,,,,,,,,,,,,,,,,,,,,
true,B-per,I-per,O,O,B-geo,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,
word,u.s.,supreme,court,chief,justice,william,rehnquist,says,he,will,continue,to,perform,his,duties,on,the,nation,'s,highest,court,as,long,as,his,health,permits,,,,,,,,,,,,,,,,,,,,,
pos,NNP,NNP,NNP,NNP,NNP,NNP,NNP,VBZ,PRP,MD,VB,TO,VB,PRP$,NNS,IN,DT,NN,POS,JJS,NN,RB,RB,IN,PRP$,NN,NNS,,,,,,,,,,,,,,,,,,,,,
true,B-org,I-org,I-org,O,B-org,I-org,I-org,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,
word,mauritania,has,asked,for,international,aid,to,help,thousands,of,homeless,people,after,heavy,rains,caused,mudslides,in,the,eastern,part,of,the,country,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,VBZ,VBN,IN,JJ,NN,TO,VB,NNS,IN,JJ,NNS,IN,JJ,NNS,VBD,NNS,IN,DT,JJ,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,
true,B-geo,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,
word,u.n.,secretary-general,kofi,annan,says,any,group,that,participates,in,a,democratic,process,should,disarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,NNP,NNP,NNP,VBZ,DT,NN,WDT,VBZ,IN,DT,JJ,NN,MD,VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-org,I-org,B-per,I-per,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,eritrea,has,also,imposed,restrictions,on,u.n.,peacekeepers,in,its,territory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,VBZ,RB,VBN,NNS,IN,NNP,NNS,IN,PRP$,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-geo,O,O,O,O,O,B-org,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,B-org,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,a,central,government,report,released,thursday,says,the,value,of,china-africa,trade,was,$,114.8,billion,from,january,to,november,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,JJ,NN,NN,VBN,NNP,VBZ,DT,NN,IN,NNP,NN,VBD,$,CD,CD,IN,NNP,TO,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,B-tim,I-tim,I-tim,I-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,B-tim,I-tim,I-tim,I-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,but,the,lausanne-based,arbitration,court,rejected,hondo,'s,appeal,to,have,the,ban,annulled,",",saying,the,lab,results,clearly,established,the,presence,of,the,stimulant,in,the,german,cyclist,'s,urine,,,,,,,,,,,,,,,,
pos,CC,DT,JJ,NN,NN,VBD,NNP,POS,NN,TO,VB,DT,NN,VBD,",",VBG,DT,NN,NNS,RB,VBD,DT,NN,IN,DT,NN,IN,DT,JJ,NN,POS,NN,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,B-per,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,
word,the,speaker,sounded,like,abu,musab,al-zarqawi,",",but,the,authenticity,of,the,tape,could,not,be,verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NN,VBD,IN,NNP,NNP,NNP,",",CC,DT,NN,IN,DT,NN,MD,RB,VB,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,B-org,I-org,B-per,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,mr.,koizumi,",",fresh,from,a,landslide,election,win,",",addressed,world,leaders,at,the,united,nations,summit,in,new,york,on,thursday,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,NNP,",",JJ,IN,DT,NN,NN,NN,",",VBD,NN,NNS,IN,DT,NNP,NNP,NN,IN,NNP,NNP,IN,NNP,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-per,I-per,O,O,O,O,O,O,O,O,O,O,O,O,O,B-org,I-org,O,O,B-geo,I-geo,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-per,I-per,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,militants,have,already,executed,two,male,hostages,and,are,threatening,to,kill,the,rest,if,the,afghan,government,does,not,release,taleban,prisoners,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNS,VBP,RB,VBN,CD,JJ,NNS,CC,VBP,VBG,TO,VB,DT,NN,IN,DT,JJ,NN,VBZ,RB,VB,NNP,NNS,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,B-org,O,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,
word,chevron,",",a,u.s.,oil,company,",",also,has,a,stake,in,the,yadana,project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,",",DT,NNP,NN,NN,",",RB,VBZ,DT,NN,IN,DT,NNP,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-per,O,O,B-geo,O,O,O,O,O,O,O,O,O,B-geo,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,lebanese,economy,is,service-oriented,;,main,growth,sectors,include,banking,and,tourism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,JJ,NN,VBZ,JJ,;,JJ,NN,NNS,VBP,NN,CC,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,a,vatican,spokesman,says,pope,benedict,is,willing,to,meet,with,victims,of,pedophile,priests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNP,NN,VBZ,NNP,NNP,VBZ,JJ,TO,VB,IN,NNS,IN,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,B-org,O,O,B-per,I-per,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,nationalist,party,vice,chairman,chiang,ping-kun,will,lead,the,party,'s,first,official,delegation,in,decades,to,the,southern,chinese,city,of,ghangzhou,to,pay,homage,at,the,graves,of,party,members,who,died,in,an,uprising,nearly,a,century,ago,,,,,,,
pos,NNP,NNP,NNP,NNP,NNP,NNP,MD,VB,DT,NN,POS,JJ,JJ,NN,IN,NNS,TO,DT,JJ,JJ,NN,IN,NNP,TO,VB,NN,IN,DT,NNS,IN,NN,NNS,WP,VBD,IN,DT,NN,RB,DT,NN,RB,,,,,,,
true,O,O,B-per,O,B-per,I-per,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,O,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,
word,but,it,notes,that,not,even,sweden,and,its,nordic,neighbors,have,completely,closed,the,gender,gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,CC,PRP,VBZ,IN,RB,RB,NNP,CC,PRP$,JJ,NNS,VBP,RB,VBN,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,u.s.,and,european,leaders,say,they,hope,the,african,summit,will,also,include,a,strongly,worded,statement,about,zimbabwe,'s,recent,clampdown,on,shantytowns,-,a,move,that,has,left,millions,homeless,,,,,,,,,,,,,,,,
pos,NNP,CC,JJ,NNS,VBP,PRP,VBP,DT,JJ,NN,MD,RB,VB,DT,RB,VBN,NN,IN,NNP,POS,JJ,NN,IN,NNS,IN,DT,NN,WDT,VBZ,VBN,NNS,JJ,,,,,,,,,,,,,,,,
true,B-geo,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,
word,in,2009,ghana,signed,a,three-year,poverty,reduction,and,growth,facility,with,the,imf,to,improve,macroeconomic,stability,",",private,sector,competitiveness,",",human,resource,development,",",and,good,governance,and,civic,responsibility,,,,,,,,,,,,,,,
pos,IN,CD,NNP,VBD,DT,JJ,NN,NN,CC,NN,NN,IN,DT,NNP,TO,VB,JJ,NN,",",JJ,NN,NN,",",JJ,NN,NN,",",CC,JJ,NN,CC,JJ,NN,,,,,,,,,,,,,,,
true,O,B-tim,B-geo,O,O,B-org,I-org,I-org,I-org,I-org,I-org,O,O,B-org,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,
pred,O,B-tim,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,
word,syria,has,agreed,to,allow,united,nations,investigators,to,question,at,u.n.,headquarters,in,vienna,five,syrian,officials,about,the,assassination,of,former,lebanese,prime,minister,rafik,hariri,,,,,,,,,,,,,,,,,,,,
pos,NNP,VBZ,VBN,TO,VB,NNP,NNP,NNS,TO,VB,IN,NNP,NN,IN,NNP,CD,JJ,NNS,IN,DT,NN,IN,JJ,JJ,NNP,NNP,NNP,NNP,,,,,,,,,,,,,,,,,,,,
